Family,Genus,Sp1,Author1,Rank1,Sp2,Author2,Rank2,Sp3,Author3,TaxStat,Accepted,Ecology
Iridaceae,Nivenia,dispar,N.E.Br.,,,,,,,Accepted,,Indigenous; Endemic
Dryopteridaceae,Dryopteris,dracomontana,Schelpe & N.C.Anthony,,,,,,,Accepted,,Indigenous
Linaceae,Linum,usitatissimum,L.,,,,,,,Accepted,,Not indigenous; Cultivated; Naturalised
Iridaceae,Freesia,grandiflora,(Baker) Klatt,subsp.,grandiflora,,,,,Accepted,,Indigenous
Iridaceae,Moraea,lewisiae,(Goldblatt) Goldblatt,,,,,,,Inclusive,,Indigenous
Asteraceae,Elytropappus,longifolius,(DC.) Levyns,,,,,,,Synonym,Myrovernix longifolius (DC.) Koekemoer,Indigenous
Fabaceae,Indigofera,erecta,Thunb.,,,,,,,Accepted,,Indigenous; Endemic
Linderniaceae,Lindernia,parviflora,(Roxb.) Haines,,,,,,,Accepted,,Indigenous
Mniaceae,Mielichhoferia,subnuda,Sim,,,,,,,Accepted,,Indigenous
Ericaceae,Erica,rubiginosa,Dulfer,,,,,,,Inclusive,,Indigenous
Aizoaceae,Lampranthus,acrosepalus,(L.Bolus) L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Poaceae,Festuca,caprina,Nees,var.,irrasa,Stapf,,,,Accepted,,Indigenous
Acanthaceae,Acanthopsis,dregeana,H.M.Steyn,subsp.,longispina,H.M.Steyn,,,,Accepted,,Indigenous; Endemic
Euphorbiaceae,Euphorbia,rowlandii,R.A.Dyer,,,,,,,Accepted,,Indigenous
Fabaceae,Arachis,hypogaea,L.,,,,,,,Accepted,,Not indigenous; Naturalised
Verbenaceae,Verbena,bonariensis,L.,,,,,,,Accepted,,Not indigenous; Naturalised; Invasive
Apiaceae,Pastinaca,sativa,L.,,,,,,,Accepted,,Not indigenous; Naturalised
Santalaceae,Thesium,urceolatum,A.W.Hill,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Elephantorrhiza,woodii,E.Phillips,var.,pubescens,E.Phillips,,,,Accepted,,Indigenous
Aizoaceae,Cephalophyllum,insigne,L.Bolus,,,,,,,Synonym,Cephalophyllum rigidum L.Bolus,Present
Asteraceae,Senecio,eminens,Compton,,,,,,,Accepted,,Indigenous
Aizoaceae,Oscularia,deltoides,(L.) Schwantes,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Lampranthus,vanzijliae,(L.Bolus) N.E.Br.,,,,,,,Accepted,,Indigenous; Endemic; extinct
Fabaceae,Liparia,graminifolia,L.,,,,,,,Accepted,,Indigenous; Endemic; extinct
Rutaceae,Acmadenia,nivenii,Sond.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Senecio,laevigatus,Thunb.,,,,,,,Inclusive,,Indigenous
Poaceae,Pentameris,airoides,Nees,subsp.,airoides,,,,,Accepted,,Indigenous
Aizoaceae,Ruschia,roseola,(N.E.Br.) Schwantes,,,,,,,Synonym,Antimima roseola (N.E.Br.) H.E.K.Hartmann,Present
Asteraceae,Othonna,heterophylla,L.f.,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Gibbaeum,heathii,(N.E.Br.) L.Bolus,var.,majus,(L.Bolus) L.Bolus,,,,Synonym,Gibbaeum heathii (N.E.Br.) L.Bolus,Indigenous
Oxalidaceae,Oxalis,nidulans,Eckl. & Zeyh.,,,,,,,Inclusive,,Indigenous
Crassulaceae,Crassula,sarmentosa,Harv.,var.,sarmentosa,,,,,Accepted,,Indigenous; Endemic
Santalaceae,Thesium,spicatum,L.,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Sutera,patriotica,Hiern,,,,,,,Synonym,Chaenostoma patrioticum (Hiern) Kornhall,Indigenous
Santalaceae,Thesium,stritonii,"Zhigila, Verboom & Muasya",,,,,,,Accepted,,Indigenous; Endemic
Rhamnaceae,Phylica,ericoides,L.,var.,pauciflora,Pillans,,,,Accepted,,Indigenous; Endemic
Sapotaceae,Amorphosperma,natalense,(Sond.) Baehni,,,,,,,Synonym,Englerophytum natalense (Sond.) T.D.Penn.,Indigenous
Poaceae,Sorghum,versicolor,Andersson,,,,,,,Accepted,,Indigenous
Droseraceae,Drosera,collinsiae,N.E.Br.,,,,,,,Accepted,,Indigenous
Aizoaceae,Nananthus,gerstneri,(L.Bolus) L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Aloe,jeppeae,Klopper & Gideon F.Sm.,,,,,,,Accepted,,Indigenous
Lentibulariaceae,Genlisea,hispidula,Stapf,,,,,,,Accepted,,Indigenous
Fabaceae,Vachellia,dyeri,(P.P.Sw. ex Coates Palgr.) Kyal. & Boatwr.,,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,jansenvillensis,Breuer,,,,,,,Synonym,Haworthia decipiens Poelln. var. virella M.B.Bayer,Indigenous
Hyacinthaceae,Ornithogalum,fimbrifolium,J.C.Manning & Goldblatt,,,,,,,Synonym,Albuca ciliaris U.Mull.-Doblies,Indigenous; Endemic
Lamiaceae,Thorncroftia,media,Codd,,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,maculata,(Poelln.) M.B.Bayer,,,,,,,Inclusive,,Indigenous; Endemic
Sapotaceae,Mimusops,dispar,N.E.Br.,,,,,,,Synonym,Vitellariopsis dispar (N.E.Br.) Aubrev.,Indigenous
Scrophulariaceae,Walafrida,polycephala,(Otto ex Walp.) Rolfe,,,,,,,Synonym,Selago polycephala Otto ex Walp.,Indigenous
Poaceae,Hordeum,capense,Thunb.,,,,,,,Accepted,,Indigenous
Acanthaceae,Ruellia,spinescens,Thunb.,,,,,,,Synonym,Aptosimum spinescens (Thunb.) Emil Weber,Indigenous
Vitaceae,Rhoicissus,kougabergensis,Retief & Van Jaarsv.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Achyranthemum,striatum,(Thunb.) N.G.Bergh,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Sphalmanthus,bijliae,(N.E.Br.) L.Bolus,,,,,,,Synonym,Mesembryanthemum splendens L. subsp. splendens,Present
Ericaceae,Erica,canescens,J.C.Wendl.,var.,micranthera,(Bolus) Dulfer,,,,Accepted,,Indigenous; Endemic
Polygalaceae,Polygala,natalensis,Chodat,,,,,,,Synonym,Polygala serpentaria Eckl. & Zeyh.,Present
Santalaceae,Viscum,obscurum,Thunb.,,,,,,,Accepted,,Indigenous
Ericaceae,Erica,versicolor,Andrews,var.,monticola,Bolus,,,,Synonym,Erica versicolor Andrews,Indigenous; Endemic
Iridaceae,Watsonia,minima,Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Ruschia,evoluta,(N.E.Br.) L.Bolus,,,,,,,Synonym,Antimima evoluta (N.E.Br.) H.E.K.Hartmann,Present
Poaceae,Stipagrostis,schaeferi,(Mez) De Winter,,,,,,,Accepted,,Indigenous
Iridaceae,Moraea,barnardiella,Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Erica,sparsa,Lodd.,var.,sparsa,,,,,Accepted,,Indigenous; Endemic
Penaeaceae,Stylapterus,micranthus,R.Dahlgren,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Erica,fimbriata,Andrews,,,,,,,Accepted,,Indigenous; Endemic
Hypoxidaceae,Ianthe,serrata,(Thunb.) Salisb.,var.,albiflora,Nel,,,,Synonym,Pauridia serrata (Thunb.) Snijman & Kocyan subsp. albiflora (Nel) Snijman & Kocyan,Indigenous
Ericaceae,Erica,sphaerocephala,J.C.Wendl. ex Benth.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Gazania,krebsiana,Less.,,,,,,,Inclusive,,Indigenous
Rubiaceae,Leptactina,delagoensis,K.Schum.,,,,,,,Inclusive,,Indigenous
Rubiaceae,Tricalysia,capensis,(Meisn. ex Hochst.) Sim,var.,galpinii,(Schinz) Robbr.,,,,Accepted,,Indigenous
Aizoaceae,Conophytum,incurvum,N.E.Br.,,,,,,,Synonym,Conophytum bilobum (Marloth) N.E.Br. subsp. bilobum   var. bilobum,Present
Geraniaceae,Pelargonium,fragrans,E.Mey.,,,,,,,Synonym,Pelargonium althaeoides (L.) L'Her.,Indigenous
Linderniaceae,Craterostigma,plantagineum,Hochst.,,,,,,,Accepted,,Indigenous
Aizoaceae,Delosperma,saturatum,L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Gladiolus,alatus,L.,var.,pulcherrimus,G.J.Lewis,,,,Synonym,Gladiolus pulcherrimus (G.J.Lewis) Goldblatt & J.C.Manning,Present
Marsileaceae,Marsilea,farinosa,Launert,subsp.,farinosa,,,,,Accepted,,Indigenous
Fabaceae,Aspalathus,hispida,Thunb.,subsp.,hispida,,,,,Accepted,,Indigenous
Asteraceae,Felicia,uliginosa,(J.M.Wood & M.S.Evans) Grau,,,,,,,Accepted,,Indigenous
Euphorbiaceae,Medusea,tridentata,(Lam.) Klotzsch & Garcke,,,,,,,Synonym,Euphorbia patula Mill. subsp. patula,Indigenous
Scrophulariaceae,Manulea,annua,(Hiern) Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Proteaceae,Protea,aurea,(Burm.f.) Rourke,subsp.,potbergensis,(Rourke) Rourke,,,,Accepted,,Indigenous; Endemic
Hyacinthaceae,Drimia,elata,Jacq.,,,,,,,Synonym,Drimia elata Jacq. ex Willd.,
Asphodelaceae,Haworthiopsis,venosa,(Lam.) G.D.Rowley,,,,,,,Accepted,,Indigenous; Endemic
Rosaceae,Cliffortia,robusta,Weim.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Helichrysum,montanum,DC.,,,,,,,Accepted,,Indigenous
Iridaceae,Romulea,vanzyliae,M.P.de Vos,,,,,,,Synonym,Romulea subfistulosa M.P.de Vos,Indigenous
Geraniaceae,Pelargonion,althaeoideum,(L.) St.-Lag.,,,,,,,Synonym,Pelargonium althaeoides (L.) L'Her.,Indigenous
Poaceae,Cenchrus,sphacelatus,(Nees) Morrone,,,,,,,Accepted,,Indigenous
Aizoaceae,Drosanthemum,lignosum,L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Lampranthus,wordsworthiae,(L.Bolus) N.E.Br.,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Dorotheanthus,gramineus,(Haw.) Schwantes,forma,roseus,(Haw.) G.D.Rowley,,,,Synonym,Cleretum clavatum (Haw.) Klak,Indigenous
Amaranthaceae,Aerva,pechuelii,Kuntze,,,,,,,Synonym,Calicorema capitata (Moq.) Hook.f.,
Scrophulariaceae,Hebenstretia,integrifolia,L.,,,,,,,Accepted,,Indigenous
Santalaceae,Thesium,confusum,J.C.Manning & F.Forest,,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,turgida,Haw.,var.,suberecta,Poelln.,,,,Synonym,Haworthia retusa (L.) Duval var. suberecta (Poelln.) M.B.Bayer,Indigenous; Endemic
Dioscoreaceae,Dioscorea,strydomiana,Wilkin,,,,,,,Accepted,,Indigenous
Asteraceae,Ursinia,rigidula,(DC.) N.E.Br.,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Conophytum,lambertense,Schick & Tischer,var.,conspicuum,Rawe,,,,Synonym,Conophytum obcordellum (Haw.) N.E.Br. subsp. obcordellum   var. obcordellum,Present
Boraginaceae,Rochelia,sp.,,,,,,,,Genus level,,
Cucurbitaceae,Zehneria,scabra,(L.f.) Sond.,subsp.,scabra,,,,,Accepted,,Indigenous
Malvaceae,Hermannia,solaniflora,K.Schum.,,,,,,,Accepted,,Indigenous
Amaranthaceae,Celosia,sp.,,,,,,,,Genus level,,
Amaranthaceae,Amaranthus,dubius,Mart. ex Thell.,,,,,,,Accepted,,Not indigenous; Naturalised
Ericaceae,Erica,omninoglabra,H.A.Baker,,,,,,,Accepted,,Indigenous; Endemic
Euphorbiaceae,Euphorbia,meloformis,Aiton,var.,pomiformis,(Thunb.) Marloth,,,,Synonym,Euphorbia meloformis Aiton,Indigenous
Asphodelaceae,Haworthia,tessellata,Haw.,,,,,,,Synonym,Haworthiopsis tessellata (Haw.) G.D.Rowley,Indigenous
Asteraceae,Vernonia,erinacea,Wild,,,,,,,Synonym,Polydora angustifolia (Steetz) H.Rob.,Indigenous
Ericaceae,Erica,atrovinosa,E.G.H.Oliv.,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Pomaria,burchellii,(DC.) B.B.Simpson & G.P.Lewis,subsp.,burchellii,,,,,Accepted,,Indigenous
Aizoaceae,Stomatium,agninum,(Haw.) Schwantes,var.,integrifolium,(Salm-Dyck) Volk,,,,Synonym,Stomatium agninum (Haw.) Schwantes,Indigenous
Asteraceae,Othonna,perfoliata,(L.f.) Jacq.,,,,,,,Accepted,,Indigenous
Aizoaceae,Lampranthus,falcatus,(L.) N.E.Br.,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Watsonia,spectabilis,Schinz,,,,,,,Accepted,,Indigenous; Endemic
Lamiaceae,Hyptis,pectinata,(L.) Poit.,,,,,,,Synonym,Mesosphaerum pectinatum (L.) Kuntze,Not indigenous; Naturalised
Orchidaceae,Disa,comosa,(Rchb.f.) Schltr.,,,,,,,Accepted,,Indigenous; Endemic
Brassicaceae,Sisymbrium,officinale,(L.) Scop.,,,,,,,Accepted,,Not indigenous; Naturalised
Asteraceae,Caputia,scaposa,(DC.) B.Nord. & Pelser,var.,addoensis,(Compton) B.Nord. & Pelser,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,scabra,Haw.,subsp.,granulata,(Marloth) Halda,,,,Synonym,Haworthiopsis granulata (Marloth) G.D.Rowley,Indigenous
Fabaceae,Lotononis,pusilla,Dummer,,,,,,,Synonym,Leobordea pusilla (Dummer) B.-E.van Wyk & Boatwr.,Indigenous; Endemic
Lamiaceae,Rotheca,myricoides,(Hochst.) Steane & Mabb.,,,,,,,Inclusive,,Indigenous
Proteaceae,Serruria,ciliata,R.Br.,,,,,,,Synonym,Serruria aemula Salisb. ex Knight,Indigenous
Boraginaceae,Echiostachys,ecklonianus,(H.Buek) Levyns,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Ruschia,cedarbergensis,L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Solanaceae,Solanum,bojeri,Dunal,,,,,,,Synonym,Solanum campylacanthum Hochst. ex A.Rich.,
Proteaceae,Leucadendron,inflexum,Link,,,,,,,Synonym,Leucadendron coniferum (L.) Meisn.,Indigenous
Apocynaceae,Stapelia,ciliolulata,Tod. ex Rust,,,,,,,Synonym,Orbea variegata (L.) Haw.,Indigenous
Fabaceae,Psoralea,filifolia,Eckl. & Zeyh.,,,,,,,Accepted,,Indigenous; Endemic
Xyridaceae,Xyris,anceps,Lam.,var.,anceps,,,,,Accepted,,Indigenous
Cephaloziellaceae,Cylindrocolea,atroviridis,(Sim) Vana,,,,,,,Accepted,,Indigenous
Cyperaceae,Kyllinga,pulchella,Kunth,,,,,,,Accepted,,Indigenous
Scrophulariaceae,Trieenea,schlechteri,(Hiern) Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Conophytum,novicium,N.E.Br.,,,,,,,Synonym,Conophytum flavum N.E.Br. subsp. novicium (N.E.Br.) S.A.Hammer,Present
Asteraceae,Senecio,marginalis,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Helichrysum,fulvum,N.E.Br.,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Psoralea,foliosa,Oliv.,var.,gazensis,Baker f.,,,,Synonym,Otholobium foliosum (Oliv.) C.H.Stirt. subsp. gazense (Baker f.) Verdc.,Indigenous
Hyacinthaceae,Urginea,pauciflora,Baker,,,,,,,Synonym,Drimia calcarata (Baker) Stedje,Indigenous
Fabaceae,Podalyria,cordata,R.Br.,,,,,,,Accepted,,Indigenous; Endemic
Acanthaceae,Barleria,albi-pilosa,Hainz,,,,,,,Synonym,Barleria matopensis S.Moore,Indigenous
Asphodelaceae,Haworthia,mucronata,Haw.,var.,limpida,(Haw.) Poelln.,forma,inconfluens,(Poelln.) Poelln.,Synonym,Haworthia mucronata Haw. var. inconfluens (Poelln.) M.B.Bayer,Indigenous
Asteraceae,Campuloclinium,macrocephalum,(Less.) DC.,,,,,,,Accepted,,Not indigenous; Naturalised; Invasive
Cyperaceae,Carex,wahlenbergiana,C.B.Clarke,,,,,,,Synonym,Carex zuluensis C.B.Clarke,Indigenous
Thelypteridaceae,Lastrea,pentagona,T.Moore,,,,,,,Synonym,Dryopteris lewalleana Pic.Serm.,Indigenous
Ericaceae,Erica,palliiflora,Salisb.,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Cheiridopsis,aurea,L.Bolus,var.,lutea,L.Bolus,,,,Synonym,Cheiridopsis robusta (Haw.) N.E.Br.,
Thymelaeaceae,Lasiosiphon,sericocephalus,(Meisn.) J.C.Manning & Boatwr.,,,,,,,Accepted,,Indigenous
Fabaceae,Acacia,galpinii,Burtt Davy,,,,,,,Synonym,Senegalia galpinii (Burtt Davy) Seigler & Ebinger,Indigenous
Polytrichaceae,Polytrichum,subpilosum,P.Beauv.,,,,,,,Accepted,,Indigenous
Rubiaceae,Kraussia,floribunda,Harv.,,,,,,,Accepted,,Indigenous
Ericaceae,Erica,kirstenii,E.G.H.Oliv.,,,,,,,Accepted,,Indigenous; Endemic
Celastraceae,Loeseneriella,africana,(Willd.) R.Wilczek,,,,,,,Inclusive,,Indigenous
Asphodelaceae,Haworthia,pringlei,C.L.Scott,,,,,,,Synonym,Haworthia bolusii Baker var. pringlei (C.L.Scott) M.B.Bayer,Indigenous
Polygalaceae,Muraltia,cliffortiifolia,Eckl. & Zeyh.,,,,,,,Accepted,,Indigenous; Endemic
Caryophyllaceae,Vaccaria,pyramidata,Medik.,,,,,,,Synonym,Gypsophila vaccaria (L.) Sm.,Not indigenous
Rosaceae,Alchemilla,rehmannii,Engl.,,,,,,,Accepted,,Indigenous; Endemic
Poaceae,Ehrharta,rupestris,Nees ex Trin.,,,,,,,Inclusive,,Indigenous
Apocynaceae,Orbea,curtisii,Haw.,,,,,,,Synonym,Orbea variegata (L.) Haw.,Indigenous
Ericaceae,Erica,occulta,E.G.H.Oliv.,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Moraea,spathulata,(L.f.) Klatt,,,,,,,Accepted,,Indigenous
Fabaceae,Aspalathus,frankenioides,DC.,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Mesembryanthemum,emarginatum,L.,,,,,,,Synonym,Lampranthus emarginatus (L.) N.E.Br.,Indigenous
Bruniaceae,Berzelia,alopecuroides,(Thunb.) Sond.,,,,,,,Accepted,,Indigenous; Endemic
Rubiaceae,Pavetta,heidelbergensis,Bremek.,,,,,,,Synonym,Pavetta gardeniifolia A.Rich. var. subtomentosa K.Schum.,Present
Gleicheniaceae,Dicranopteris,linearis,(Burm.f.) Underw.,var.,linearis,,,,,Accepted,,Indigenous
Hyacinthaceae,Stellarioides,flavovirens,(Baker) Speta,,,,,,,Synonym,Albuca virens (Ker Gawl.) J.C.Manning & Goldblatt,Indigenous
Cyperaceae,Elynanthus,viscosus,(Schrad.) Nees,,,,,,,Synonym,Schoenus compar L.,Indigenous
Lamiaceae,Ocimum,coddii,(S.D.Will. & K.Balkwill) A.J.Paton,,,,,,,Accepted,,Indigenous; Endemic
Polygalaceae,Polygala,bracteolata,L.,,,,,,,Accepted,,Indigenous; Endemic
Hyacinthaceae,Albuca,abyssinica,Jacq.,,,,,,,Accepted,,Indigenous
Iridaceae,Gladiolus,griseus,Goldblatt & J.C.Manning,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Gladiolus,varius,F.Bolus,,,,,,,Accepted,,Indigenous
Asphodelaceae,Aloe,simii,Pole-Evans,,,,,,,Accepted,,Indigenous; Endemic
Geraniaceae,Pelargonium,caffrum,(Eckl. & Zeyh.) Harv.,,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Aloiampelos,ciliaris,(Haw.) Klopper & Gideon F.Sm.,var.,ciliaris,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,cooperi,Baker,var.,tenera,(Poelln.) M.B.Bayer,,,,Accepted,,Indigenous; Endemic
Euphorbiaceae,Euphorbia,inaequilatera,Sond.,var.,perennis,N.E.Br.,,,,Synonym,Euphorbia inaequilatera Sond.,Indigenous
Ericaceae,Erica,calycina,L.,var.,periplociflora,(Salisb.) Bolus,,,,Accepted,,Indigenous; Endemic
Crassulaceae,Cotyledon,schonlandii,E.Phillips,,,,,,,Synonym,Adromischus cristatus (Haw.) Lem. var. schonlandii (E.Phillips) Toelken,Indigenous
Amaryllidaceae,Cyrtanthus,parviflorus,Baker,,,,,,,Synonym,Cyrtanthus brachyscyphus Baker,Indigenous
Asparagaceae,Protasparagus,burchellii,(Baker) Oberm.,,,,,,,Synonym,Asparagus burchellii Baker,Present
Gesneriaceae,Streptocarpus,caeruleus,Hilliard & B.L.Burtt,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Gladiolus,longicollis,Baker,,,,,,,Inclusive,,Indigenous
Acanthaceae,Justicia,linifolia,(Lindau) J.C.Manning & Goldblatt,,,,,,,Synonym,Justicia linifolia (Lindau) V.A.W.Graham,Indigenous
Iridaceae,Romulea,montana,Schltr. ex Beg.,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Lampranthus,filicaulis,(Haw.) N.E.Br.,,,,,,,Accepted,,Indigenous; Endemic
Lamiaceae,Killickia,pilosa,"(Benth.) Brauchler, Heubl & Doroszenko",,,,,,,Accepted,,Indigenous; Endemic
Thymelaeaceae,Passerina,corymbosa,Eckl. ex C.H.Wright,,,,,,,Accepted,,Indigenous; Endemic
Amaranthaceae,Celosia,triloba,E.Mey. ex Meisn.,,,,,,,Synonym,Celosia trigyna L.,
Rutaceae,Diosma,apetala,(Dummer) I.Williams,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Leipoldtia,weigangiana,(Dinter) Dinter & Schwantes,,,,,,,Inclusive,,Indigenous
Brassicaceae,Heliophila,thunbergii,(Eckl. & Zeyh.) Steud.,,,,,,,Inclusive,,Indigenous; Endemic
Fabaceae,Leobordea,acuticarpa,(B.-E.van Wyk) B.-E.van Wyk & Boatwr.,,,,,,,Accepted,,Indigenous; Endemic
Crassulaceae,Adromischus,orientalis,(Van Jaarsv.) G.J.Bredenk. & Bredenk.,,,,,,,Accepted,,Indigenous; Endemic
Rosaceae,Cliffortia,fasciculata,Weim.,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Selago,perplexa,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Bruniaceae,Pseudobaeckea,teres,(Oliv.) Dummer,,,,,,,Synonym,Thamnea teres (Oliv.) Class.-Bockh. & E.G.H.Oliv.,Indigenous; Endemic
Acanthaceae,Asystasia,retrocarpa,T.J.Edwards,,,,,,,Accepted,,Indigenous
Plantaginaceae,Misopates,orontium,(L.) Raf.,subsp.,orontium,,,,,Accepted,,Not indigenous; Naturalised; Invasive
Rubiaceae,Tarenna,sp.,,,,,,,,Genus level,,
Apiaceae,Peucedanum,hypoleucum,(Meisn.) Drude,,,,,,,Synonym,Notobubon tenuifolium (Thunb.) Magee,Indigenous
Acanthaceae,Barleria,hereroensis,Engl.,,,,,,,Synonym,Barleria lancifolia T.Anderson,Indigenous
Gentianaceae,Chironia,sp.,,,,,,,,Genus level,,
Lamiaceae,Rotheca,violacea,(Gurke) Verdc.,,,,,,,Accepted,,Indigenous
Apocynaceae,Pentarrhinum,sp.,,,,,,,,Genus level,,
Aizoaceae,Conophytum,hyracis,S.A.Hammer,,,,,,,Accepted,,Indigenous; Endemic
Riellaceae,Riella,sp.,,,,,,,,Genus level,,
Capparaceae,Maerua,sp.,,,,,,,,Genus level,,
Asteraceae,Metalasia,compacta,Zeyh. ex Sch.Bip.,,,,,,,Accepted,,Indigenous; Endemic
Juncaginaceae,Triglochin,bulbosa,L.,subsp.,quarcicola,"Mering, Kocke & Kadereit",,,,Accepted,,Indigenous; Endemic
Ericaceae,Erica,pearsoniana,L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Zamiaceae,Encephalartos,brevifoliolatus,Vorster,,,,,,,Accepted,,Indigenous; Endemic; extinct
Asteraceae,Athanasia,rugulosa,E.Mey. ex DC.,,,,,,,Accepted,,Indigenous; Endemic
Lobeliaceae,Monopsis,aspera,(Spreng.) Urb.,,,,,,,Synonym,Monopsis simplex (L.) E.Wimm.,Indigenous
Geraniaceae,Pelargonium,pilosum,(Andrews) Pers.,,,,,,,Synonym,Pelargonium petroselinifolium G.Don,Present
Iridaceae,Anomatheca,fistulosa,(Spreng. ex Klatt) Goldblatt,,,,,,,Synonym,Xenoscapa fistulosa (Spreng. ex Klatt) Goldblatt & J.C.Manning,Indigenous
Thymelaeaceae,Lachnaea,filamentosa,Meisn.,,,,,,,Accepted,,Indigenous; Endemic
Sapindaceae,Allophylus,africanus,P.Beauv.,,,,,,,Inclusive,,Indigenous
Boraginaceae,Lobostemon,decorus,Levyns,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Diascia,scullyi,Hiern,,,,,,,Synonym,Hemimeris racemosa (Houtt.) Merr.,Indigenous
Iridaceae,Moraea,pritzeliana,Diels,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Erica,mucronata,Andrews,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Bidens,sulphurea,(Cav.) Sch.Bip.,,,,,,,Synonym,Cosmos sulphureus Cav.,Present
Asteraceae,Conyza,canescens,L.f.,,,,,,,Synonym,"Hilliardiella capensis (Houtt.) H.Rob., Skvarla & V.A.Funk",Indigenous
Colchicaceae,Colchicum,striatum,(Hochst. ex A.Rich.) J.C.Manning & Vinn.,,,,,,,Accepted,,Indigenous
Aizoaceae,Stomatium,leve,L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Poaceae,Coix,sp.,,,,,,,,Genus level,,
Anacardiaceae,Rhus,pyroides,Burch.,var.,pyroides,,,,,Synonym,Searsia pyroides (Burch.) Moffett var. pyroides,Indigenous
Plantaginaceae,Dopatrium,sp.,,,,,,,,Genus level,,
Cannabaceae,Celtis,australis,L.,,,,,,,Accepted,,Not indigenous; Cultivated; Naturalised; Invasive
Asphodelaceae,Haworthia,reinwardtii,(Salm-Dyck) Haw.,var.,huntsdriftensis,G.G.Sm.,,,,Synonym,Hesperantha coarctata (Haw.) G.D.Rowley var. coarctata,Indigenous
Aizoaceae,Conophytum,absimile,L.Bolus,forma,umbrosum,L.Bolus,,,,Synonym,Conophytum bilobum (Marloth) N.E.Br. subsp. bilobum   var. bilobum,Present
Fabaceae,Pearsonia,obovata,(Schinz) Polhill,,,,,,,Accepted,,Indigenous; Endemic
Anacampserotaceae,Anacampseros,lubbersii,Bleck,,,,,,,Synonym,Anacampseros subnuda Poelln. subsp. lubbersii (Bleck) Gerbaulet,Present
Aizoaceae,Sphalmanthus,geniculiflorus,(L.) L.Bolus,,,,,,,Synonym,Mesembryanthemum geniculiflorum L.,Indigenous
Geraniaceae,Pelargonium,ochroleucum,Harv.,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Erica,abietina,L.,subsp.,aurantiaca,E.G.H.Oliv. & I.M.Oliv.,,,,Accepted,,Indigenous; Endemic
Asteraceae,Senecio,inornatus,DC.,,,,,,,Accepted,,Indigenous
Amaryllidaceae,Cyrtanthus,rhododactylus,Stapf,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Hereroa,muirii,L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Senecio,cordifolius,L.f.,,,,,,,Accepted,,Indigenous; Endemic
